id,Precision,Recall,F1,FalsePositives,FalseNegatives,Truth,Predicted
P07-1085,0.0,0.0,0.0,Language Model Adaptation Incorporating Named Entity Information,Unsupervised Language Model Adaptation Incorporating Named Entity Information,Unsupervised Language Model Adaptation Incorporating Named Entity Information,Language Model Adaptation Incorporating Named Entity Information
D12-1023,-1,0.0,-1,,Minimal Dependency Length in Realization Ranking,Minimal Dependency Length in Realization Ranking,
P13-1118,-1,0.0,-1,,DErivBase: Inducing and Evaluating a Derivational Morphology Resource for German,DErivBase: Inducing and Evaluating a Derivational Morphology Resource for German,
D13-1132,-1,0.0,-1,,Mining New Business Opportunities: Identifying Trend related Products by Leveraging Commercial Intents from Microblogs,Mining New Business Opportunities: Identifying Trend related Products by Leveraging Commercial Intents from Microblogs,
J06-2005,0.0,0.0,0.0,Consistent Validation of Manual and Automatic Sense Annotations with the Aid of Semantic,Squibs: Consistent Validation of Manual and Automatic Sense Annotations with the Aid of Semantic Graphs,Squibs: Consistent Validation of Manual and Automatic Sense Annotations with the Aid of Semantic Graphs,Consistent Validation of Manual and Automatic Sense Annotations with the Aid of Semantic
E93-1038,-1,0.0,-1,,Formal Properties Of Metrical Structure,Formal Properties Of Metrical Structure,
P07-1107,-1,0.0,-1,,Unsupervised Coreference Resolution in a Nonparametric Bayesian Model,Unsupervised Coreference Resolution in a Nonparametric Bayesian Model,
N09-2058,-1,0.0,-1,,Determining the position of adverbial phrases in English,Determining the position of adverbial phrases in English,
P10-1092,-1,0.0,-1,,String Extension Learning,String Extension Learning,
I05-1079,0.0,0.0,0.0,Exploiting Lexical Conceptual Structure for Paraphrase Generation Atsushi Fujita1 ,,Exploiting Lexical Conceptual Structure for Paraphrase Generation,Exploiting Lexical Conceptual Structure for Paraphrase Generation,Exploiting Lexical Conceptual Structure for Paraphrase Generation Atsushi Fujita1 ,
P84-1051,0.0,0.0,0.0,MACHINE TRANSLATION : WHAT TYPE OF POST-EDITING ON WHAT TYPE OF DOCUMENTS FOR WHAT TYPE OF USERS,Machine Translation: What Type Of Post-Editing On What Type Of Documents For What Type Of Users,Machine Translation: What Type Of Post-Editing On What Type Of Documents For What Type Of Users,MACHINE TRANSLATION : WHAT TYPE OF POST-EDITING ON WHAT TYPE OF DOCUMENTS FOR WHAT TYPE OF USERS
W10-4331,-1,0.0,-1,,Non-humanlike Spoken Dialogue: A Design Perspective,Non-humanlike Spoken Dialogue: A Design Perspective,
L08-1060,0.0,0.0,0.0,BABYLON Parallel Text Builder : Gathering Parallel Texts for Low - Density,Babylon Parallel Text Builder: Gathering Parallel Texts for Low-Density Languages,Babylon Parallel Text Builder: Gathering Parallel Texts for Low-Density Languages,BABYLON Parallel Text Builder : Gathering Parallel Texts for Low - Density
W10-4106,-1,0.0,-1,,Semantic class induction and its application for a Chinese voice search system,Semantic class induction and its application for a Chinese voice search system,
E89-1018,-1,0.0,-1,,Collocations In Multilingual Generation,Collocations In Multilingual Generation,
W04-1506,-1,0.0,-1,,Towards A Dependency Parser For Basque,Towards A Dependency Parser For Basque,
P09-2033,-1,0.0,-1,,English-Chinese Bi-Directional OOV Translation based on Web Mining and Supervised Learning,English-Chinese Bi-Directional OOV Translation based on Web Mining and Supervised Learning,
W13-1732,-1,0.0,-1,,Using N-gram and Word Network Features for Native Language Identification,Using N-gram and Word Network Features for Native Language Identification,
W12-4302,-1,0.0,-1,,Identifying Claimed Knowledge Updates in Biomedical Research Articles,Identifying Claimed Knowledge Updates in Biomedical Research Articles,
N09-1001,0.0,0.0,0.0,Recognition on Word Senses via Semi-supervised Mincuts,Subjectivity Recognition on Word Senses via Semi-supervised Mincuts,Subjectivity Recognition on Word Senses via Semi-supervised Mincuts,Recognition on Word Senses via Semi-supervised Mincuts
N06-2032,-1,0.0,-1,,Story Segmentation Of Broadcast News In English, Mandarin And Arabic,Story Segmentation Of Broadcast News In English, Mandarin And Arabic,
C10-3009,-1,0.0,-1,,A High-Performance Syntactic and Semantic Dependency Parser,A High-Performance Syntactic and Semantic Dependency Parser,
H05-1113,-1,0.0,-1,,Measuring The Relative Compositionality Of Verb-Noun (V-N) Collocations By Integrating Features,Measuring The Relative Compositionality Of Verb-Noun (V-N) Collocations By Integrating Features,
W10-3306,0.0,0.0,0.0,Intrinsic Property - based Taxonomic Relation Extraction from Category Structure DongHyun Choi and,Intrinsic Property-based Taxonomic Relation Extraction from Category Structure,Intrinsic Property-based Taxonomic Relation Extraction from Category Structure,Intrinsic Property - based Taxonomic Relation Extraction from Category Structure DongHyun Choi and
C10-2151,-1,0.0,-1,,Search with Synonyms: Problems and Solutions,Search with Synonyms: Problems and Solutions,
W11-1415,-1,0.0,-1,,Readability Annotation: Replacing the Expert by the Crowd,Readability Annotation: Replacing the Expert by the Crowd,
P05-1043,-1,0.0,-1,,Learning Stochastic OT Grammars: A Bayesian Approach Using Data Augmentation And Gibbs Sampling,Learning Stochastic OT Grammars: A Bayesian Approach Using Data Augmentation And Gibbs Sampling,
P00-1076,-1,0.0,-1,,Panel: Good Spelling Of Vietnamese Texts,One Aspect Of Computational Linguistics In Vietnam,Panel: Good Spelling Of Vietnamese Texts,One Aspect Of Computational Linguistics In Vietnam,
P98-2162,0.0,0.0,0.0,Improving Statistical Natural Language Translation with Categories,Improving Statistical Natural Language Translation with Categories and Rules,Improving Statistical Natural Language Translation with Categories and Rules,Improving Statistical Natural Language Translation with Categories
D08-1071,-1,0.0,-1,,Cross-Task Knowledge-Constrained Self Training,Cross-Task Knowledge-Constrained Self Training,
P06-2046,-1,0.0,-1,,Japanese Idiom Recognition: Drawing A Line Between Literal And Idiomatic Meanings,Japanese Idiom Recognition: Drawing A Line Between Literal And Idiomatic Meanings,
W05-1604,-1,0.0,-1,,Real-Time Stochastic Language Generation For Dialogue Systems,Real-Time Stochastic Language Generation For Dialogue Systems,
I08-1051,-1,0.0,-1,,Formalising Multi-layer Corpora in OWL DL - Lexicon Modelling, Querying and Consistency Control,Formalising Multi-layer Corpora in OWL DL - Lexicon Modelling, Querying and Consistency Control,
W13-2120,-1,0.0,-1,,Generation of Quantified Referring Expressions: Evidence from Experimental Data,Generation of Quantified Referring Expressions: Evidence from Experimental Data,
N07-1038,-1,0.0,-1,,Multiple Aspect Ranking Using the Good Grief Algorithm,Multiple Aspect Ranking Using the Good Grief Algorithm,
P11-1105,-1,0.0,-1,,A Joint Sequence Translation Model with Integrated Reordering,A Joint Sequence Translation Model with Integrated Reordering,
I08-1037,1.0,1.0,1.0,,,Learning Patterns from the Web to Translate Named Entities for Cross Language Information Retrieval,Learning Patterns from the Web to Translate Named Entities for Cross Language Information Retrieval
H01-1072,0.0,0.0,0.0,: A Similarity - Based Chunk Parser for Robust,TuSBL: A Similarity-Based Chunk Parser For Robust Syntactic Processing,TuSBL: A Similarity-Based Chunk Parser For Robust Syntactic Processing,: A Similarity - Based Chunk Parser for Robust
W08-1406,-1,0.0,-1,,Mixed-Source Multi-Document Speech-to-Text Summarization,Mixed-Source Multi-Document Speech-to-Text Summarization,
W11-0419,-1,0.0,-1,,Increasing Informativeness in Temporal Annotation,Increasing Informativeness in Temporal Annotation,
C65-1019,-1,0.0,-1,,Pushdown Stores And Subscripts,Pushdown Stores And Subscripts,
W12-2514,-1,0.0,-1,,Towards a computational approach to literary text analysis,Towards a computational approach to literary text analysis,
C08-1059,-1,0.0,-1,,Stopping Criteria for Active Learning of Named Entity Recognition,Stopping Criteria for Active Learning of Named Entity Recognition,
H05-1029,-1,0.0,-1,,Error Handling In The RavenClaw Dialog Management Architecture,Error Handling In The RavenClaw Dialog Management Architecture,
P89-1023,0.0,0.0,0.0,COMPUTER AIDED INTERPRETATION OF LEXICAL,Computer Aided Interpretation Of Lexical Cooccurrences,Computer Aided Interpretation Of Lexical Cooccurrences,COMPUTER AIDED INTERPRETATION OF LEXICAL
W12-3126,-1,0.0,-1,,CCG Syntactic Reordering Models for Phrase-based Machine Translation,CCG Syntactic Reordering Models for Phrase-based Machine Translation,
N06-4009,-1,0.0,-1,,SconeEdit: A Text-Guided Domain Knowledge Editor,SconeEdit: A Text-Guided Domain Knowledge Editor,
W04-2012,0.0,0.0,0.0,Answer Validation by Keyword Association,Answer Validation By Keyword Association,Answer Validation By Keyword Association,Answer Validation by Keyword Association
W13-2715,-1,0.0,-1,,Multilingual access to cultural heritage content on the Semantic Web,Multilingual access to cultural heritage content on the Semantic Web,
N09-1042,0.0,0.0,0.0,Human Language Technologies : The 2009,Global Models of Document Structure using Latent Permutations,Global Models of Document Structure using Latent Permutations,Human Language Technologies : The 2009
W05-0634,-1,0.0,-1,,Semantic Role Chunking Combining Complementary Syntactic Views,Semantic Role Chunking Combining Complementary Syntactic Views,
L08-1519,-1,0.0,-1,,Speech Errors on Frequently Observed Homophones in French: Perceptual Evaluation vs Automatic Classification,Speech Errors on Frequently Observed Homophones in French: Perceptual Evaluation vs Automatic Classification,
W04-3103,-1,0.0,-1,,The Language Of Bioscience: Facts, Speculations, And Statements In Between,The Language Of Bioscience: Facts, Speculations, And Statements In Between,
W13-2217,-1,0.0,-1,,Feature-Rich Phrase-based Translation: Stanford University's Submission to the WMT 2013 Translation Task,Feature-Rich Phrase-based Translation: Stanford University's Submission to the WMT 2013 Translation Task,
P06-1014,0.0,0.0,0.0,Clustering of Senses Helps Boost Word Sense,Meaningful Clustering Of Senses Helps Boost Word Sense Disambiguation Performance,Meaningful Clustering Of Senses Helps Boost Word Sense Disambiguation Performance,Clustering of Senses Helps Boost Word Sense
J05-1005,0.0,0.0,0.0,Clustering Syntactic Positions with Similar Semantic Requirements,Clustering Syntactic Positions With Similar Semantic Requirements,Clustering Syntactic Positions With Similar Semantic Requirements,Clustering Syntactic Positions with Similar Semantic Requirements
W07-1607,-1,0.0,-1,,Automatically Acquiring Models of Preposition Use,Automatically Acquiring Models of Preposition Use,
D09-1128,-1,0.0,-1,,Accurate Semantic Class Classifier for Coreference Resolution,Accurate Semantic Class Classifier for Coreference Resolution,
E99-1034,-1,0.0,-1,,Finding Content-Bearing Terms Using Term Similarities,Finding Content-Bearing Terms Using Term Similarities,
W08-1208,-1,0.0,-1,,Human Judgements in Parallel Treebank Alignment,Human Judgements in Parallel Treebank Alignment,
W10-0909,-1,0.0,-1,,Learning Rules from Incomplete Examples: A Pragmatic Approach,Learning Rules from Incomplete Examples: A Pragmatic Approach,
W12-0707,-1,0.0,-1,,Dependency Parsing Domain Adaptation using Transductive SVM,Dependency Parsing Domain Adaptation using Transductive SVM,
H89-1043,0.0,0.0,0.0,INTEGRATING SPEECH AND NATURAL - LANGUAGE,Integrating Speech And Natural-Language Processing,Integrating Speech And Natural-Language Processing,INTEGRATING SPEECH AND NATURAL - LANGUAGE
C10-2103,-1,0.0,-1,,Evaluating performance of grammatical error detection to maximize learning effect,Evaluating performance of grammatical error detection to maximize learning effect,
W06-2903,-1,0.0,-1,,Non-Local Modeling With A Mixture Of PCFGs,Non-Local Modeling With A Mixture Of PCFGs,
W05-0835,0.0,0.0,0.0,Castell ´ on ( Spain ),A Recursive Statistical Translation Model,A Recursive Statistical Translation Model,Castell ´ on ( Spain )
P87-1026,0.0,0.0,0.0,FLUSH : A Flexible Lexicon Design,FLUSH: A Flexible Lexicon Design,FLUSH: A Flexible Lexicon Design,FLUSH : A Flexible Lexicon Design
W04-1401,0.0,0.0,0.0,Corporate Language Resources in Multilingual Content Creation , Maintenance and Leverage,Corporate Language Resources In Multilingual Content Creation, Maintenance And Leverage,Corporate Language Resources In Multilingual Content Creation, Maintenance And Leverage,Corporate Language Resources in Multilingual Content Creation , Maintenance and Leverage
P11-1116,-1,0.0,-1,,Nonlinear Evidence Fusion and Propagation for Hyponymy Relation Mining,Nonlinear Evidence Fusion and Propagation for Hyponymy Relation Mining,
S13-2111,-1,0.0,-1,,SCAI: Extracting drug-drug interactions using a rich feature vector,SCAI: Extracting drug-drug interactions using a rich feature vector,
W05-0818,-1,0.0,-1,,LIHLA: Shared Task System Description,LIHLA: Shared Task System Description,
W13-1011,0.0,0.0,0.0,Proceedings of the 9th Workshop on Multiword Expressions ( MWE 2013 ) , pages,Automatic Detection of Stable Grammatical Features in N-Grams,Automatic Detection of Stable Grammatical Features in N-Grams,Proceedings of the 9th Workshop on Multiword Expressions ( MWE 2013 ) , pages
W09-3105,0.0,0.0,0.0,Proceedings of the 2nd Workshop on Building and Using Comparable Corpora , ACL,Active Learning of Extractive Reference Summaries for Lecture Speech Summarization,Active Learning of Extractive Reference Summaries for Lecture Speech Summarization,Proceedings of the 2nd Workshop on Building and Using Comparable Corpora , ACL
S10-1018,-1,0.0,-1,,SUCRE: A Modular System for Coreference Resolution,SUCRE: A Modular System for Coreference Resolution,
W04-0808,-1,0.0,-1,,An Evaluation Exercise For Romanian Word Sense Disambiguation,An Evaluation Exercise For Romanian Word Sense Disambiguation,
N09-3003,-1,0.0,-1,,Exploring Topic Continuation Follow-up Questions using Machine Learning,Exploring Topic Continuation Follow-up Questions using Machine Learning,
P09-2044,-1,0.0,-1,,Finding Hedges by Chasing Weasels: Hedge Detection Using Wikipedia Tags and Shallow Linguistic Features,Finding Hedges by Chasing Weasels: Hedge Detection Using Wikipedia Tags and Shallow Linguistic Features,
P08-1008,-1,0.0,-1,,Contradictions and Justifications: Extensions to the Textual Entailment Task,Contradictions and Justifications: Extensions to the Textual Entailment Task,
W10-4319,-1,0.0,-1,,Route Communication in Dialogue: a Matter of Principles,Route Communication in Dialogue: a Matter of Principles,
L08-1453,-1,0.0,-1,,Annotating Superlatives,Annotating Superlatives,
W06-1708,-1,0.0,-1,,The Problem Of Ontology Alignment On The Web: A First Report,The Problem Of Ontology Alignment On The Web: A First Report,
